Code,Indicator Name,Long definition,Source
MS.MIL.TOTL.P1,"Armed forces personnel, total","Armed forces personnel are active duty military personnel, including paramilitary forces if the training, organization, equipment, and control suggest they may be used to support or replace regular military forces.","International Institute for Strategic Studies, The Military Balance."
